algorithm,user_id,diversity_mode,solution_rank,preference,cost,time,penalty,nutrition_penalty,diversity_score,breakfast_ids,lunch_dinner_ids,menu_ids,nutrient_totals,dri_limits
SPEA2,2,with_diversity,9,122.2,20.07,595.0,0.652162,0.652162,11,"[22, 36, 44, 55, 13, 20]","[308, 379, 309, 214, 274, 188, 234, 331, 336, 252]","[22, 36, 44, 55, 13, 20, 308, 379, 309, 214, 274, 188, 234, 331, 336, 252]","{""Calcium, Ca"": 844.2315, ""Copper, Cu"": 2.0946182, ""Iron, Fe"": 17.40266, ""Magnesium, Mg"": 443.11939, ""Manganese, Mn"": 7.4580687999999995, ""Phosphorus, P"": 1447.889, ""Sodium, Na"": 1801.5961, ""Potassium, K"": 5321.648900000001, ""Zinc, Zn"": 12.706460000000003, ""Carbohydrate, by difference"": 329.9946, ""Fiber, total dietary"": 29.977155999999997, ""Protein"": 62.9484, ""Energy"": 2759.5283000000004, ""Vitamin A"": 2306.09479, ""Vitamin B-6"": 3.5412562000000003, ""Vitamin B-12"": 3.6569942999999996, ""Vitamin C, total ascorbic acid"": 316.541221, ""Vitamin D"": 0.7111234999999999, ""Vitamin E (alpha-tocopherol)"": 51.77194, ""Thiamin"": 11.385884999999998, ""Riboflavin"": 2.5178275, ""Niacin"": 12.845538000000001, ""Pantothenic acid"": 18.399632000000004, ""Vitamin B-9 Folic acid"": 433.8594, ""Vitamin B-7"": 28.194454999999998, ""Total lipid (fat)"": 136.83389}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,10,129.6,38.15,275.0,1.639141,1.639141,11,"[35, 70, 42, 74, 22, 36, 44, 55, 13, 3, 12, 92, 7, 76]","[302, 225, 295, 161, 284]","[35, 70, 42, 74, 22, 36, 44, 55, 13, 3, 12, 92, 7, 76, 302, 225, 295, 161, 284]","{""Calcium, Ca"": 400.69303800000006, ""Copper, Cu"": 1.0060365, ""Iron, Fe"": 12.073413299999997, ""Magnesium, Mg"": 361.79178999999993, ""Manganese, Mn"": 2.7462890000000004, ""Phosphorus, P"": 481.5853128, ""Sodium, Na"": 947.1481, ""Potassium, K"": 4817.150788, ""Zinc, Zn"": 2.526165, ""Carbohydrate, by difference"": 344.2966119999999, ""Fiber, total dietary"": 30.616979999999998, ""Protein"": 38.4946433, ""Energy"": 2153.41562, ""Vitamin A"": 2180.54072, ""Vitamin B-6"": 2.734273, ""Vitamin B-12"": 8.88691, ""Vitamin C, total ascorbic acid"": 409.61017999999996, ""Vitamin D"": 0.0997866, ""Vitamin E (alpha-tocopherol)"": 32.28349, ""Thiamin"": 2.8114, ""Riboflavin"": 2.6163898999999997, ""Niacin"": 10.246425, ""Pantothenic acid"": 23.180419, ""Vitamin B-9 Folic acid"": 239.9031, ""Vitamin B-7"": 18.55621, ""Total lipid (fat)"": 90.59341000000002}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,11,108.9,19.07,645.0,0.619093,0.619093,12,"[36, 44, 55, 13, 20, 51]","[372, 190, 167, 353, 108, 273, 155, 107, 286, 376]","[36, 44, 55, 13, 20, 51, 372, 190, 167, 353, 108, 273, 155, 107, 286, 376]","{""Calcium, Ca"": 708.6009300000001, ""Copper, Cu"": 1.726685, ""Iron, Fe"": 22.382355999999994, ""Magnesium, Mg"": 560.94392, ""Manganese, Mn"": 4.6318047, ""Phosphorus, P"": 1220.4952999999998, ""Sodium, Na"": 2538.6499, ""Potassium, K"": 5291.5653999999995, ""Zinc, Zn"": 11.207792099999999, ""Carbohydrate, by difference"": 276.6125, ""Fiber, total dietary"": 46.61534199999999, ""Protein"": 69.06819999999999, ""Energy"": 2597.2377, ""Vitamin A"": 566.7083999999999, ""Vitamin B-6"": 3.9018240000000004, ""Vitamin B-12"": 19.1821847, ""Vitamin C, total ascorbic acid"": 332.09313499999996, ""Vitamin D"": 0.1950053, ""Vitamin E (alpha-tocopherol)"": 58.09026, ""Thiamin"": 11.1844216, ""Riboflavin"": 5.0321777999999995, ""Niacin"": 13.593605000000002, ""Pantothenic acid"": 43.399490500000006, ""Vitamin B-9 Folic acid"": 446.14286999999996, ""Vitamin B-7"": 16.013638999999998, ""Total lipid (fat)"": 137.89323}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,12,104.5,16.61,432.0,0.589024,0.589024,11,"[8, 52, 91, 73]","[129, 190, 331, 252, 385, 344, 253, 336, 139, 147]","[8, 52, 91, 73, 129, 190, 331, 252, 385, 344, 253, 336, 139, 147]","{""Calcium, Ca"": 1236.64255, ""Copper, Cu"": 2.1543490000000003, ""Iron, Fe"": 23.776837799999996, ""Magnesium, Mg"": 554.76674, ""Manganese, Mn"": 8.479484500000002, ""Phosphorus, P"": 1849.4847800000002, ""Sodium, Na"": 2611.703965, ""Potassium, K"": 6023.461899999999, ""Zinc, Zn"": 15.738798, ""Carbohydrate, by difference"": 340.0381500000001, ""Fiber, total dietary"": 43.457664, ""Protein"": 81.80604999999997, ""Energy"": 2679.6631, ""Vitamin A"": 1479.4626300000002, ""Vitamin B-6"": 5.139844, ""Vitamin B-12"": 7.3315339999999996, ""Vitamin C, total ascorbic acid"": 504.14619000000005, ""Vitamin D"": 0.705394, ""Vitamin E (alpha-tocopherol)"": 60.45893999999999, ""Thiamin"": 12.659686, ""Riboflavin"": 4.385832000000001, ""Niacin"": 26.762903999999995, ""Pantothenic acid"": 17.401025999999998, ""Vitamin B-9 Folic acid"": 601.88753, ""Vitamin B-7"": 41.91149, ""Total lipid (fat)"": 132.42872000000003}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,13,115.2,17.32,900.0,0.818923,0.818923,10,"[55, 13, 20, 51, 43]","[314, 107, 155, 372, 207, 163, 312, 328, 206, 309, 113, 252]","[55, 13, 20, 51, 43, 314, 107, 155, 372, 207, 163, 312, 328, 206, 309, 113, 252]","{""Calcium, Ca"": 844.3981, ""Copper, Cu"": 1.4188230000000002, ""Iron, Fe"": 16.979435, ""Magnesium, Mg"": 418.0161800000001, ""Manganese, Mn"": 4.034953799999999, ""Phosphorus, P"": 1191.8980666999998, ""Sodium, Na"": 2641.1950400000005, ""Potassium, K"": 5362.6188999999995, ""Zinc, Zn"": 9.413533499999998, ""Carbohydrate, by difference"": 343.45124, ""Fiber, total dietary"": 43.447078999999995, ""Protein"": 60.05313999999999, ""Energy"": 2626.1512000000002, ""Vitamin A"": 861.37482, ""Vitamin B-6"": 3.6238159000000008, ""Vitamin B-12"": 13.7875915, ""Vitamin C, total ascorbic acid"": 187.833045, ""Vitamin D"": 0.8341869000000001, ""Vitamin E (alpha-tocopherol)"": 46.25239350000001, ""Thiamin"": 21.415502499999995, ""Riboflavin"": 4.351710199999999, ""Niacin"": 11.170112000000001, ""Pantothenic acid"": 35.81568899999999, ""Vitamin B-9 Folic acid"": 310.83621, ""Vitamin B-7"": 25.665867, ""Total lipid (fat)"": 116.385758}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,14,143.9,25.62,625.0,0.580817,0.580817,13,"[70, 42, 74, 22, 36, 44, 55, 13, 20]","[309, 214, 274, 188, 304, 284, 331, 336, 362, 245, 161]","[70, 42, 74, 22, 36, 44, 55, 13, 20, 309, 214, 274, 188, 304, 284, 331, 336, 362, 245, 161]","{""Calcium, Ca"": 1381.1613380000001, ""Copper, Cu"": 2.3650740000000003, ""Iron, Fe"": 20.319194300000003, ""Magnesium, Mg"": 567.98238, ""Manganese, Mn"": 6.304120400000001, ""Phosphorus, P"": 1758.1545127999998, ""Sodium, Na"": 2644.6630999999998, ""Potassium, K"": 6420.822688, ""Zinc, Zn"": 12.485648000000001, ""Carbohydrate, by difference"": 310.05233, ""Fiber, total dietary"": 38.18285, ""Protein"": 76.3689533, ""Energy"": 2718.0844000000006, ""Vitamin A"": 2224.79194, ""Vitamin B-6"": 3.6356722, ""Vitamin B-12"": 10.4731933, ""Vitamin C, total ascorbic acid"": 367.928811, ""Vitamin D"": 0.2542181, ""Vitamin E (alpha-tocopherol)"": 54.17396000000001, ""Thiamin"": 9.312767, ""Riboflavin"": 4.3233075, ""Niacin"": 14.270302000000001, ""Pantothenic acid"": 30.069562, ""Vitamin B-9 Folic acid"": 473.6181, ""Vitamin B-7"": 26.090308, ""Total lipid (fat)"": 137.61487}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,15,76.0,15.61,360.0,1.208403,1.208403,8,"[65, 91]","[405, 314, 330, 280, 249, 250, 370, 113, 162, 266, 245]","[65, 91, 405, 314, 330, 280, 249, 250, 370, 113, 162, 266, 245]","{""Calcium, Ca"": 677.93388, ""Copper, Cu"": 1.1269782, ""Iron, Fe"": 10.4314018, ""Magnesium, Mg"": 278.49544999999995, ""Manganese, Mn"": 2.2172242000000004, ""Phosphorus, P"": 668.7804067, ""Sodium, Na"": 2247.83234, ""Potassium, K"": 3948.2261, ""Zinc, Zn"": 4.8998315, ""Carbohydrate, by difference"": 283.65776, ""Fiber, total dietary"": 49.157302, ""Protein"": 45.340672, ""Energy"": 2372.40253, ""Vitamin A"": 1244.2155100000002, ""Vitamin B-6"": 3.3590885, ""Vitamin B-12"": 1.77461, ""Vitamin C, total ascorbic acid"": 361.866452, ""Vitamin D"": 2.7928347000000002, ""Vitamin E (alpha-tocopherol)"": 30.88664, ""Thiamin"": 4.2550952, ""Riboflavin"": 0.9107764000000003, ""Niacin"": 8.271534199999998, ""Pantothenic acid"": 129.990744, ""Vitamin B-9 Folic acid"": 192.38959000000003, ""Vitamin B-7"": 8.215663, ""Total lipid (fat)"": 137.9845782}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,16,99.7,26.77,202.0,1.680731,1.680731,12,"[16, 89, 81, 82, 74, 22, 36, 44, 55]","[220, 316, 222, 280, 286, 266, 336]","[16, 89, 81, 82, 74, 22, 36, 44, 55, 220, 316, 222, 280, 286, 266, 336]","{""Calcium, Ca"": 433.51128, ""Copper, Cu"": 0.7059641999999999, ""Iron, Fe"": 12.184566, ""Magnesium, Mg"": 291.58671999999996, ""Manganese, Mn"": 0.9632242, ""Phosphorus, P"": 551.2290399999999, ""Sodium, Na"": 1432.9773699999998, ""Potassium, K"": 3878.5987999999998, ""Zinc, Zn"": 7.1798210000000005, ""Carbohydrate, by difference"": 335.12995, ""Fiber, total dietary"": 25.2242329, ""Protein"": 65.980058, ""Energy"": 2749.1581300000007, ""Vitamin A"": 1789.3745399999998, ""Vitamin B-6"": 1.753344, ""Vitamin B-12"": 8.72755, ""Vitamin C, total ascorbic acid"": 308.582422, ""Vitamin D"": 0.092398, ""Vitamin E (alpha-tocopherol)"": 24.552030000000002, ""Thiamin"": 3.39635, ""Riboflavin"": 1.8768307, ""Niacin"": 8.8938002, ""Pantothenic acid"": 14.046880000000002, ""Vitamin B-9 Folic acid"": 188.77821, ""Vitamin B-7"": 2.84, ""Total lipid (fat)"": 132.9495502}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,17,37.3,28.86,125.0,2.090013,2.090013,7,"[62, 90, 75, 84]","[220, 363, 222, 160, 245]","[62, 90, 75, 84, 220, 363, 222, 160, 245]","{""Calcium, Ca"": 524.0978, ""Copper, Cu"": 0.833836, ""Iron, Fe"": 12.51774, ""Magnesium, Mg"": 149.74939999999998, ""Manganese, Mn"": 1.206274, ""Phosphorus, P"": 954.702, ""Sodium, Na"": 2381.7490000000003, ""Potassium, K"": 2247.1000000000004, ""Zinc, Zn"": 14.8884, ""Carbohydrate, by difference"": 320.5856, ""Fiber, total dietary"": 11.657889999999998, ""Protein"": 105.92880000000001, ""Energy"": 2755.22, ""Vitamin A"": 49.295460000000006, ""Vitamin B-6"": 1.057797, ""Vitamin B-12"": 21.13422, ""Vitamin C, total ascorbic acid"": 157.48329999999999, ""Vitamin D"": 8.5906094, ""Vitamin E (alpha-tocopherol)"": 15.6825, ""Thiamin"": 2.50882, ""Riboflavin"": 0.975969, ""Niacin"": 14.5417, ""Pantothenic acid"": 2.81773, ""Vitamin B-9 Folic acid"": 163.7897, ""Vitamin B-7"": 5.43053, ""Total lipid (fat)"": 135.2719}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,18,42.6,11.92,250.0,1.088853,1.088853,7,"[3, 91, 73]","[300, 339, 108, 336, 266, 245]","[3, 91, 73, 300, 339, 108, 336, 266, 245]","{""Calcium, Ca"": 891.51902, ""Copper, Cu"": 1.6935315000000002, ""Iron, Fe"": 17.590083799999995, ""Magnesium, Mg"": 388.54672, ""Manganese, Mn"": 10.188664699999999, ""Phosphorus, P"": 1402.53144, ""Sodium, Na"": 2041.759, ""Potassium, K"": 2442.4884, ""Zinc, Zn"": 12.015732000000003, ""Carbohydrate, by difference"": 341.66598000000005, ""Fiber, total dietary"": 27.319252, ""Protein"": 62.658362000000004, ""Energy"": 2667.0400300000006, ""Vitamin A"": 439.70939999999996, ""Vitamin B-6"": 1.8833370999999999, ""Vitamin B-12"": 1.18858, ""Vitamin C, total ascorbic acid"": 16.407542, ""Vitamin D"": 3.6939325000000003, ""Vitamin E (alpha-tocopherol)"": 25.46911, ""Thiamin"": 2.3773445, ""Riboflavin"": 3.0327100999999996, ""Niacin"": 19.027300200000003, ""Pantothenic acid"": 3.8930403, ""Vitamin B-9 Folic acid"": 277.06732999999997, ""Vitamin B-7"": 33.425101, ""Total lipid (fat)"": 137.63445019999997}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
SPEA2,2,with_diversity,19,61.2,22.48,175.0,1.159677,1.159677,10,"[93, 35, 86, 5, 42, 54, 26]","[233, 114, 217, 266]","[93, 35, 86, 5, 42, 54, 26, 233, 114, 217, 266]","{""Calcium, Ca"": 1105.62826, ""Copper, Cu"": 0.9107647000000001, ""Iron, Fe"": 15.422064599999999, ""Magnesium, Mg"": 249.57998999999998, ""Manganese, Mn"": 0.9313664, ""Phosphorus, P"": 1638.0936199999999, ""Sodium, Na"": 1244.6750299999999, ""Potassium, K"": 4483.662900000001, ""Zinc, Zn"": 20.7254076, ""Carbohydrate, by difference"": 295.81829, ""Fiber, total dietary"": 22.0963246, ""Protein"": 104.1503515, ""Energy"": 2673.70623, ""Vitamin A"": 811.30868, ""Vitamin B-6"": 2.1665699999999997, ""Vitamin B-12"": 11.57908, ""Vitamin C, total ascorbic acid"": 87.770734, ""Vitamin D"": 0.32756799999999997, ""Vitamin E (alpha-tocopherol)"": 30.58715, ""Thiamin"": 5.4200800000000005, ""Riboflavin"": 3.4192166999999998, ""Niacin"": 17.9970002, ""Pantothenic acid"": 17.87939, ""Vitamin B-9 Folic acid"": 197.63540999999998, ""Vitamin B-7"": 15.3381, ""Total lipid (fat)"": 137.95020019999998}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
